"ClimateZone","Code","N_models","N_species","EI_min","EI_max","EI_count","GI_min","GI_max","GI_count","Latitude","Longitude","EI","GI","generations","CS","HS","DS","WS","EI_min_cor","EI_max_cor","EI_avg_cor","GI_min_cor","GI_max_cor","GI_avg_cor"
"Continental","527924","9.0","5.0","0.0","52.98","1.0","0.0","52.98","1.0","-37.975","175.275","19.4906333333333","19.4906333333333","1.72566666666667","0.0","0.0","0.0","199.8","0.0","52.98","19.4906333333333","0.0","52.98","19.4906333333333"
"Continental","527925","9.0","5.0","0.0","52.29","1.0","0.0","52.29","1.0","-38.075","175.325","21.5933","21.5933","1.74666666666667","0.0","0.0","0.0","54.8684","0.0","52.29","21.5933","0.0","52.29","21.5933"
"Continental","527931","9.0","5.0","0.0","50.154","1.0","0.0","50.154","1.0","-37.925","175.425","22.5348333333333","22.5348333333333","1.67033333333333","0.0","0.0","0.0","46.0636","0.0","50.154","23.0143","0.0","50.154","23.2377"
"Continental","527932","9.0","5.0","0.0","52.02","3.0","0.0","52.02","3.0","-37.925","175.375","21.8920666666667","21.8920666666667","1.688","0.0","0.0","0.0","49.252","0.0","52.02","21.7858","0.0","52.02","21.7858"
"Continental","527934","9.0","5.0","0.0","52.241","11.0","0.0","52.241","11.0","-37.975","175.475","22.5935666666667","22.6289666666667","1.66333333333333","0.0","0.0","0.0","44.4564","0.0","52.241","20.9636212121212","0.0","52.241","21.0159848484848"
"Continental","527935","9.0","5.0","0.0","51.785","1.0","0.0","51.785","1.0","-37.975","175.325","20.7710333333333","20.7710333333333","1.70933333333333","0.0","0.0","0.0","63.3598","0.0","51.785","20.7710333333333","0.0","51.785","20.7710333333333"
"Continental","527936","9.0","5.0","0.0","52.107","1.0","0.0","52.107","1.0","-38.025","175.325","21.0625666666667","21.0625666666667","1.73333333333333","0.0","0.0","0.0","60.8932","0.0","52.107","21.0625666666667","0.0","52.107","21.0625666666667"
"Continental","527937","9.0","5.0","","","0.0","","","0.0","-38.025","175.375","22.0354333333333","22.0354333333333","1.71","0.0","0.0","0.0","47.9682","0.0","51.742","22.0354333333333","0.0","51.742","22.0354333333333"
"Continental","528000","9.0","5.0","0.0","49.903","8.0","0.0","49.903","8.0","-38.075","175.525","19.4055","19.4839","1.49133333333333","0.0","0.0","0.0","50.7112","0.0","49.903","20.3823791666667","0.0","49.903","20.5843791666667"
"Continental","528200","9.0","5.0","","","0.0","","","0.0","-37.675","175.175","23.6885666666667","23.6885666666667","1.83566666666667","0.0","0.0","0.0","199.8","0.0","56.579","23.6885666666667","0.0","56.579","23.6885666666667"
"Continental","528310","9.0","5.0","","","0.0","","","0.0","-37.775","175.275","22.0193","22.0193","1.78766666666667","0.0","0.0","0.0","199.8","0.0","54.936","22.0193","0.0","54.936","22.0193"
"Continental","528320","9.0","5.0","","","0.0","","","0.0","-37.725","175.225","23.5537333333333","23.5537333333333","1.812","0.0","0.0","0.0","199.8","0.0","55.384","23.5537333333333","0.0","55.384","23.5537333333333"
