Code,proportionToHere,SA22020_V1_00_NAME,SA22020_V1_00_NAME_ASCII,erp96,erp01,erp06,erp13,erp18,a0014,a1539,a4064,a6500,median_age,Eurother,Maori,Pacific,Asian,MELAA,p0014,p1539,p4064,p6500,sex_ratio,pEurother,pMaori,pPacific,pAsian,pMELAA,SHAPE_Length
142100,0.000775434,Hillsborough West (Auckland),Hillsborough West (Auckland),2580,2850,3210,3560,3800,570,1710,1160,360,32.8,1000,160,330,2500,80,15.1,44.9,30,9.5,105,26.2,4.2,8.6,65.8,2.2,4108.626565
143400,0.000612185,Royal Oak East (Auckland),Royal Oak East (Auckland),2190,2370,2570,2710,3000,430,1170,890,510,37.7,1380,170,270,1390,50,14.2,38.9,30,17.1,90,45.9,5.7,8.9,46.3,1.8,3919.825983
144100,0.000816247,Onehunga West,Onehunga West,3250,3360,3530,3670,4000,700,1590,1300,420,35.8,2450,420,580,1020,120,17.5,39.7,32,10.4,99,61.2,10.4,14.4,25.5,3,4859.329176
145000,0.000697891,Onehunga Central,Onehunga Central,2720,3000,3180,3390,3420,570,1340,1130,380,36.8,1810,410,630,980,100,16.6,39.2,33,11.2,101,52.9,12,18.5,28.7,2.9,3941.593076
145300,0.000667282,Mount Wellington North West,Mount Wellington North West,1400,2060,2180,3050,3270,400,1260,720,880,39.5,1940,200,220,1100,90,12.4,38.4,22,27.1,84,59.4,6.1,6.6,33.6,2.9,5254.569591
145400,7.35E-05,Panmure Glen Innes Industrial,Panmure Glen Innes Industrial,140,150,270,260,360,30,200,110,20,33.7,130,80,70,110,10,7.4,54.5,32,6.2,148,35.6,22.3,20.3,29.4,4.1,7615.722246
146000,0.000442814,Mount Wellington North East,Mount Wellington North East,1500,1690,1910,2140,2170,390,940,620,220,33.9,1060,160,150,950,50,17.9,43.3,28,10.3,101,49,7.5,6.8,43.9,2.3,5118.669902
146100,0.000736663,Māngere Bridge Ambury,Mangere Bridge Ambury,3250,3310,3420,3480,3610,760,1100,1190,560,38.9,2510,650,860,360,30,21.2,30.4,33,15.6,94,69.5,18.2,23.8,10,0.7,13737.02729
146200,0.000906034,Mount Wellington Ferndale,Mount Wellington Ferndale,3340,3410,3660,3870,4440,830,2140,1150,320,32.2,1710,440,840,1900,90,18.6,48.2,26,7.3,101,38.4,10,18.9,42.8,2,4722.089979
173800,0.000373433,Tahuroa,Tahuroa,1620,1610,1620,1770,1830,400,570,630,230,37.2,1610,230,30,80,10,21.8,31.3,34,12.6,104,88,12.3,1.7,4.4,0.5,86243.12218
174500,0.000269361,Richmond Downs-Wardville,Richmond Downs-Wardville,1360,1290,1340,1290,1320,280,470,420,150,34.7,1100,210,10,60,10,21,35.5,32,11.5,108,83.8,16.1,1.1,4.3,0.8,115373.3906
174600,0.000320377,Waharoa-Peria,Waharoa-Peria,1310,1290,1360,1330,1570,360,510,550,160,36.1,1060,580,40,70,10,22.7,32.1,35,10.1,103,67.1,37,2.8,4.3,0.5,57218.43939
174700,0.000220387,Okauia,Okauia,910,930,910,1020,1080,230,350,370,140,38.1,950,150,20,60,10,20.9,31.9,34,13,106,87.4,13.5,1.9,5.4,0.8,59903.9379
146700,5.31E-05,Panmure West,Panmure West,130,160,230,210,260,30,120,80,30,33.6,70,30,30,140,10,12,47.8,30,10.5,132,27.6,11.8,10.1,54.2,2.8,6058.298482
146900,0.000269361,Oneroa East-Palm Beach,Oneroa East-Palm Beach,1070,1130,1170,1220,1320,200,320,500,300,46.8,1190,150,60,40,50,15.1,24.2,38,22.7,97,90.7,11.1,4.4,3.1,3.5,17341.01678
147400,2.86E-05,Sylvia Park,Sylvia Park,50,50,100,140,140,20,80,40,0,31.4,30,10,20,100,0,13.3,55.2,28,3,98,19.8,4.3,13.9,67.7,0.7,4547.926881
147600,0.000434651,Surfdale,Surfdale,1440,1630,1770,1950,2130,380,600,780,370,43.1,1850,240,70,120,110,17.7,28,37,17.6,98,87.1,11.2,3.5,5.6,5,14417.38564
147900,0.000134681,Auckland Airport,Auckland Airport,710,610,870,600,660,140,240,230,50,35.3,210,330,130,130,0,20.8,36.8,35,7,111,31.3,50.1,19.8,19.3,0.4,46766.43335
148700,0.000399961,Ostend,Ostend,1260,1600,1700,1800,1960,280,550,700,420,45.3,1720,240,80,100,80,14.5,27.9,36,21.7,101,87.6,12.2,4,5,4.3,15750.36726
148800,0.000461179,Half Moon Bay North East,Half Moon Bay North East,2000,1970,2100,2240,2260,440,670,870,280,41,880,60,40,1310,50,19.3,29.7,39,12.3,104,38.9,2.5,1.6,58.1,2.4,3263.549126
149000,0.000940724,Pakuranga West,Pakuranga West,3390,3630,3900,4350,4610,880,1770,1270,690,35,2060,580,650,1870,120,19.1,38.4,28,14.9,95,44.7,12.6,14.1,40.6,2.5,10606.56923
149900,0.000612185,Āwhitu,Awhitu,2230,2410,2610,2610,3000,530,680,1280,510,47.6,2720,390,100,120,10,17.8,22.5,43,17,103,90.6,13,3.2,4,0.3,141987.6914
150000,0.000818287,Harania North,Harania North,4050,4050,4000,3850,4010,1180,1580,970,280,25.3,310,560,3380,280,30,29.5,39.4,24,7,100,7.7,14,84.4,6.9,0.8,4995.258453
174800,0.000240793,Hinuera,Hinuera,1130,1120,1130,1150,1180,240,360,410,180,39.9,1090,120,10,40,10,20,30.1,34,15.4,104,92.5,10.4,0.6,3.5,1.1,74836.17085
342400,0.000214265,Makikihi-Willowbridge,Makikihi-Willowbridge,1000,980,1010,1030,1050,170,280,400,200,46.5,950,70,20,60,0,16.4,26.2,38,19.2,116,90.8,7,1.8,5.4,0.2,108520.9383
150800,0.000824409,Sutton Park,Sutton Park,3580,3500,3790,3720,4040,1120,1620,1000,300,26.9,440,630,3170,400,20,27.7,40.1,25,7.3,101,11,15.6,78.5,9.9,0.5,4244.089202
151000,0.000769312,Māngere South,Mangere South,1170,1480,3280,3530,3770,1020,1580,980,200,26.6,340,460,2240,1160,30,27,41.9,26,5.2,95,9.1,12.3,59.4,30.8,0.8,5184.610043
151700,0.000224468,Waiheke East,Waiheke East,660,800,860,940,1100,170,220,480,230,50.2,1000,130,60,30,20,15.3,19.9,44,20.7,97,91.4,11.8,5.8,2.8,1.6,146672.3175
152100,0.000689728,Massey Road North,Massey Road North,2320,2470,2740,2810,3380,850,1390,910,230,29.6,520,510,1830,1020,30,25,41.2,27,6.8,99,15.3,15.2,54,30.2,0.7,5076.649068
152200,0.000608104,Botany Downs West,Botany Downs West,2590,2770,2850,2830,2980,520,1000,1030,440,39.4,1700,150,90,1200,50,17.6,33.4,34,14.6,94,56.9,5.1,2.9,40.3,1.8,4366.770396
152900,0.000491789,Botany Downs East,Botany Downs East,2060,2090,2180,2300,2410,460,760,790,400,39.6,1570,120,90,770,40,19.2,31.5,33,16.7,95,65.1,5,3.8,31.9,1.9,3456.87213
153200,0.00036527,Aorere North,Aorere North,1630,1560,1670,1750,1790,460,730,460,140,27.7,200,300,1200,360,10,25.9,40.6,26,7.6,104,11.3,17,66.7,20.1,0.7,3272.324678
154100,0.000734622,Dingwall,Dingwall,2130,2410,2880,3270,3600,720,1540,1030,310,31.3,740,410,610,2200,70,20,42.7,29,8.6,107,20.6,11.5,17.1,61,1.8,6197.477858
155500,0.000171412,Manukau Central,Manukau Central,580,500,740,850,840,100,390,280,80,35.2,270,140,220,310,20,11.4,46.2,33,9.4,102,32.1,16.7,25.7,36.9,2.9,39859.41486
156400,0.000642794,Te Puru,Te Puru,500,500,670,1660,3150,740,860,1200,360,39.5,2830,240,60,270,40,23.4,27.2,38,11.3,100,89.9,7.7,1.9,8.5,1.3,20094.27469
157000,0.000581576,Puhinui East,Puhinui East,1830,1930,2150,2480,2850,510,1280,760,300,31.8,500,240,660,1680,70,17.7,45,27,10.4,106,17.4,8.3,23,58.8,2.5,4096.643441
157100,0.000638713,Turanga,Turanga,2050,2390,2600,2940,3130,560,880,1240,450,43.8,2610,230,70,450,40,17.9,28.2,40,14.4,100,83.4,7.5,2.2,14.5,1.2,84627.66508
157200,0.000493829,Rongomai East,Rongomai East,2050,2250,2260,2250,2420,700,1020,580,110,26.4,280,390,1580,530,20,29,42.4,24,4.6,102,11.5,16.2,65.3,21.7,1,3343.761103
175700,0.000477504,Pukete West,Pukete West,2050,2160,2180,2140,2340,570,850,700,220,32.5,1730,570,150,270,30,24.4,36.2,30,9.5,100,73.9,24.4,6.4,11.6,1.1,4599.368704
157300,0.000477504,Ormiston North,Ormiston North,40,30,490,1720,2340,530,930,710,160,34.1,490,60,150,1690,90,22.6,40,30,6.9,94,20.9,2.6,6.3,72.2,3.8,7390.581057
157500,0.000738703,Chapel Downs,Chapel Downs,80,1990,3080,3330,3620,800,1550,1030,240,30.8,490,410,980,1990,110,22,42.9,28,6.5,105,13.6,11.4,27.1,54.9,3.1,4399.987609
157600,0.000250996,Wiri West,Wiri West,230,170,240,390,1230,80,660,440,50,35.3,390,520,290,240,20,6.4,53.7,36,4.2,184,32,42.2,23.7,19.8,1.8,17690.55362
158800,0.0008591,Burbank,Burbank,3060,3250,3380,3550,4210,1290,1710,970,230,24.9,650,1470,2370,560,30,30.8,40.7,23,5.6,101,15.4,35,56.3,13.2,0.7,3288.801831
159600,0.000522398,Hillpark North,Hillpark North,1980,2030,2160,2310,2560,520,1030,740,270,33.5,1230,390,500,800,60,20.4,40.1,29,10.7,104,47.9,15.4,19.7,31.4,2.5,3832.03035
160100,0.000797881,Manurewa Central,Manurewa Central,2540,2680,2870,3370,3910,850,1730,970,360,29.6,980,720,1200,1500,110,21.9,44.2,25,9.2,104,25.1,18.4,30.7,38.3,2.8,5628.468749
160600,0.000932562,Leabank,Leabank,3420,3510,3680,3930,4570,1140,1890,1160,370,28,1150,1430,1960,970,60,25,41.4,26,8.1,107,25.1,31.4,42.9,21.2,1.3,5836.862728
176800,0.000697891,Crawshaw,Crawshaw,2730,3090,3050,3080,3420,980,1440,790,200,27.2,1760,1730,410,300,80,28.7,42.2,23,5.9,97,51.6,50.5,11.9,8.6,2.3,3935.662075
161000,0.000548926,Randwick Park East,Randwick Park East,730,1220,2270,2400,2690,640,1110,750,190,31,660,460,540,1280,140,23.9,41.3,28,7,108,24.7,17.3,20,47.5,5.2,4878.412343
161400,0.000612185,Kingseat-Karaka,Kingseat-Karaka,2040,2190,2570,2670,3000,600,840,1170,400,41.4,2580,420,120,230,20,19.9,27.9,39,13.4,107,86,14.1,4.2,7.5,0.6,80947.69888
161900,0.000479545,Conifer Grove East,Conifer Grove East,2180,1960,2100,2200,2350,560,880,650,250,32.6,1130,660,540,490,40,23.9,37.5,28,10.8,91,47.9,28.2,23,20.7,1.5,4509.242807
162000,0.00063055,Takanini West,Takanini West,1570,1700,2000,2600,3090,730,1450,680,230,28.7,740,840,660,1330,40,23.5,47,22,7.5,111,24.1,27.2,21.4,42.9,1.4,4577.208393
162300,0.000293849,Ardmore,Ardmore,1100,1160,1230,1350,1440,280,430,530,200,40.6,1210,270,80,120,20,19.7,29.7,37,14,107,83.9,18.7,5.5,8.2,1.6,46421.08928
162400,0.000461179,Glenbrook,Glenbrook,1780,1910,2030,2120,2260,410,630,890,330,44.1,1950,250,90,200,10,18,27.8,40,14.6,104,86.3,10.8,4.1,9,0.6,68749.6422
162500,0.000467301,Hingaia,Hingaia,480,540,490,1120,2290,420,650,700,510,43,1530,190,80,660,20,18.5,28.3,31,22.5,90,66.7,8.2,3.6,28.8,1,15791.32391
162600,0.000316296,Takanini South East,Takanini South East,860,860,940,1070,1550,380,750,360,60,29.4,660,520,310,420,30,24.3,48.2,23,4,107,42.5,33.9,20.2,27.1,1.8,5756.458973
162700,0.000416286,Kawakawa Bay-Orere,Kawakawa Bay-Orere,1830,1730,1830,1810,2040,350,490,830,370,47.4,1850,340,80,60,20,17.2,24.1,40,18.2,99,90.4,16.8,3.9,2.9,0.9,112976.0955
185200,0.000204062,Pirongia Forest,Pirongia Forest,1280,1140,920,870,1000,190,200,370,250,50.2,640,480,30,20,0,19,19.6,37,24.7,104,64,47.5,3.1,1.8,0,276492.5329
185300,0.000336702,Honikiwi,Honikiwi,1060,1090,1200,1410,1650,390,500,550,220,36.9,1450,320,30,50,10,23.5,30.2,33,13.1,107,87.6,19.6,1.8,2.7,0.4,120047.4597
185400,0.000257118,Te Kawa,Te Kawa,1070,1030,1100,1140,1260,340,420,360,130,33.1,1110,250,30,50,10,26.9,33.6,29,10.6,105,88.7,19.8,2.2,3.9,0.6,75399.2792
185600,0.000385677,Maihiihi,Maihiihi,1910,1830,1820,1930,1890,480,610,590,210,33.1,1660,410,20,70,10,25.5,32.1,31,11.3,111,87.5,21.6,1.1,3.9,0.3,136694.0313
185700,0.000316296,Puniu,Puniu,1870,1710,1540,1460,1550,310,640,490,110,33.2,1190,430,40,70,10,19.9,41,32,7.3,170,76.6,27.8,2.8,4.6,0.5,177316.4935
185800,0.000487707,Tīrau,Tirau,2240,2160,2250,2210,2390,560,730,770,330,36.4,2100,480,40,70,10,23.5,30.6,32,13.6,101,87.6,20.1,1.7,3,0.2,114988.0837
162800,0.000381595,Papakura West,Papakura West,1450,1450,1560,1730,1870,330,580,540,420,41,1130,420,240,340,30,17.4,31.2,29,22.7,89,60.3,22.6,12.6,18.1,1.6,4442.072571
163600,0.000620347,Papakura Massey Park,Papakura Massey Park,2360,2410,2540,2710,3040,820,1240,760,220,28.2,1210,1210,780,490,50,27,40.8,25,7.1,106,39.7,39.8,25.5,16.2,1.6,4551.607963
163700,0.000873384,Rosehill,Rosehill,3280,3260,3440,3470,4280,1030,1680,1190,370,30.6,2010,1330,750,990,60,24.1,39.3,28,8.7,99,47,31.1,17.6,23.2,1.3,6855.457466
164300,0.000257118,Drury,Drury,1060,1130,1280,1160,1260,260,430,420,150,35.6,930,300,130,150,0,20.5,33.9,33,12.2,99,73.8,23.6,10.1,12.2,0.3,28546.17523
164800,0.000385677,Waiuku East,Waiuku East,980,1150,1490,1710,1890,450,650,560,220,34.3,1580,440,80,100,10,24,34.4,30,11.8,105,84,23.1,4.4,5.5,0.4,4474.114631
165700,0.000436692,Rosa Birch Park,Rosa Birch Park,1330,1520,1600,2060,2140,370,640,580,550,42.7,1630,310,90,330,10,17.5,29.7,27,25.8,85,76.1,14.5,4.4,15.3,0.4,3691.54601
185900,0.000499951,Putāruru Rural,Putaruru Rural,2310,2320,2290,2340,2450,560,790,810,280,35.3,2180,460,60,70,20,23,32.1,33,11.6,98,89.3,18.9,2.4,2.8,1,165941.3036
166200,0.000246915,Buckland,Buckland,780,840,990,1090,1210,250,350,430,180,40.5,990,200,50,120,10,20.7,28.9,36,14.8,101,82.4,16.4,4.1,10,0.6,22243.80312
166500,0.000310174,Colville,Colville,1380,1410,1410,1350,1520,240,310,600,380,51.9,1160,580,50,20,10,16,20.1,39,24.9,105,76,38.3,3.1,1,0.4,286702.4677
167200,0.00036323,Thames Coast,Thames Coast,1890,1810,1740,1600,1780,210,280,660,630,58,1610,340,30,40,10,11.6,15.9,37,35.3,98,90.4,19.1,1.7,2.1,0.5,71381.36921
167300,9.59E-05,Cooks Beach-Ferry Landing,Cooks Beach-Ferry Landing,270,340,330,360,470,60,80,160,170,58.9,450,30,10,10,0,12,17.9,33,36.7,94,96.6,5.9,2.2,1.8,0.9,15206.83748
169000,0.000326499,Hauraki Plains South,Hauraki Plains South,1490,1500,1570,1460,1600,410,510,500,180,33.4,1310,410,50,70,10,25.8,31.7,31,11.3,105,81.9,25.9,3.1,4.6,0.6,92610.29682
169100,0.000387717,Paeroa Rural,Paeroa Rural,1910,1760,1790,1750,1900,360,470,760,320,45,1690,410,50,50,10,18.7,24.7,40,16.6,106,88.8,21.6,2.7,2.5,0.5,124912.5504
169300,0.000450976,Waihi Rural,Waihi Rural,1800,1770,1830,1890,2210,420,500,860,440,47.4,2050,360,40,50,10,18.8,22.6,39,20,99,92.6,16.1,1.8,2.2,0.6,158108.7091
170600,0.000310174,Pukekawa,Pukekawa,1060,1080,1280,1280,1520,310,390,640,180,43.6,1370,260,40,40,0,20.4,25.9,42,11.7,103,90,17.3,2.6,2.9,0.2,65628.30739
170700,0.000375473,Maramarua,Maramarua,1340,1270,1460,1550,1840,450,550,620,220,36.4,1370,530,120,100,20,24.4,29.7,34,12,106,74.6,28.8,6.3,5.4,1.1,105784.454
170801,0.000281605,Rangiriri,Rangiriri,760,700,740,1550,1380,190,570,490,130,37.4,950,420,110,70,10,14,41,35,9.5,220,68.7,30.1,8.1,4.7,0.9,110045.7238
170900,0.000412205,Te Ākau,Te Akau,1560,1650,1810,1840,2020,410,520,810,270,43.2,1800,440,50,30,10,20.4,26,40,13.6,114,89,21.6,2.5,1.7,0.3,239878.709
171200,0.000461179,Huntly Rural,Huntly Rural,2040,1980,2130,2110,2260,490,650,810,300,39.2,1830,660,90,70,0,21.5,29,36,13.5,110,81.2,29.3,4.1,3.3,0.2,144402.5077
171300,0.000189777,Waerenga,Waerenga,860,860,900,900,930,190,250,360,120,42,850,140,20,30,0,20.9,26.7,39,13.2,104,91.3,15.4,1.8,2.9,0,79556.5435
171600,0.000691769,Raglan,Raglan,2680,2730,2700,2830,3390,690,1040,1140,510,39.3,2820,910,100,90,50,20.4,30.7,34,15.2,97,83.3,26.9,3.1,2.6,1.6,25408.88284
171700,0.000418326,Whitikahu,Whitikahu,1740,1800,1860,1980,2050,500,700,660,170,33.6,1690,280,30,260,20,24.7,34.4,32,8.5,102,82.4,13.5,1.4,12.5,0.9,79351.08113
171801,0.000361189,Te Uku,Te Uku,1140,1190,1320,1530,1770,400,480,700,190,40.1,1610,330,40,30,10,22.9,27,40,10.6,103,91.2,18.5,2,1.7,0.3,214503.4989
171802,0.000216305,Whale Bay,Whale Bay,590,720,790,860,1060,230,310,410,100,39.7,920,270,40,20,10,21.5,29.4,39,9.9,102,86.9,25.5,3.6,2.2,1.2,51337.66954
186100,0.000306092,Kinleith,Kinleith,1190,1130,1150,1540,1500,330,510,490,170,33.6,1260,290,40,130,10,22.3,34.2,32,11.1,121,84.1,19.7,3,8.8,0.6,177272.4319
187500,0.000255077,Waipa Valley,Waipa Valley,1350,1350,1300,1310,1250,270,370,450,160,39.4,960,370,50,40,10,21.8,29.2,36,12.9,112,76.6,29.4,3.7,3.4,0.6,203592.1915
189500,3.67E-05,Kaimanawa,Kaimanawa,180,150,80,10,180,0,60,90,30,47,110,90,10,0,0,0.6,32.9,51,15.7,8087,59.6,49.4,5.2,1.2,0,274894.5733
189800,2.86E-05,Rangataiki,Rangataiki,210,190,170,140,140,30,60,40,10,31.2,120,20,0,10,0,19.4,47.1,30,3.8,113,88.8,16.9,2.3,8.1,0,178164.1446
172300,0.000367311,Kainui-Gordonton,Kainui-Gordonton,1200,1360,1550,1710,1800,440,550,620,180,35.8,1490,260,60,160,10,24.6,30.7,34,10.2,100,82.7,14.6,3.3,9.1,0.6,51059.92262
172900,0.000216305,Rotokauri,Rotokauri,350,490,760,960,1060,210,310,400,130,40.9,940,130,10,70,0,20.1,29.2,38,12.5,109,89.3,12.1,1.4,6.4,0.2,27618.05299
173200,0.000871343,Tamahere North,Tamahere North,1640,1880,2570,3330,4270,910,1010,1570,780,44.1,3700,370,50,460,30,21.3,23.6,37,18.3,94,86.8,8.8,1.3,10.7,0.8,22885.45701
173500,0.000328539,Tahuna-Mangateparu,Tahuna-Mangateparu,1450,1440,1450,1550,1610,390,470,560,190,37.2,1450,220,30,60,20,24.2,29,35,12.1,109,90,13.5,1.9,3.6,1,76421.88416
173600,0.000281605,Mangaiti,Mangaiti,1430,1460,1410,1340,1380,300,440,460,180,35.9,1240,210,20,50,20,21.6,31.7,33,13.2,103,89.5,14.9,1.1,3.4,1.2,91032.11395
173700,0.000289768,Tatuanui,Tatuanui,1520,1450,1510,1410,1420,340,470,450,160,35,1250,210,30,60,10,24.2,33.1,32,11.2,106,88.4,14.7,2,4.2,1,75659.30121
177200,0.00089379,Nawton East,Nawton East,3750,3800,3810,4180,4380,1060,1790,1080,470,30,2640,1770,420,480,40,24.1,40.7,25,10.6,90,60.3,40.4,9.6,10.8,1,5233.897525
177800,0.000567291,Porritt,Porritt,2180,2280,2370,2500,2780,630,1090,690,360,30.2,1510,890,280,410,130,22.9,39.3,25,13,99,54.4,32.1,10,14.8,4.6,5522.81795
179700,0.00069381,Hamilton East Village,Hamilton East Village,2840,2780,2910,3190,3400,470,1710,880,340,30.8,1960,620,180,970,70,13.8,50.4,26,9.9,101,57.8,18.1,5.2,28.4,2.2,6164.649941
180400,0.000455057,Deanwell,Deanwell,1670,1800,2090,2130,2230,620,870,540,200,29.5,1230,720,150,480,40,27.6,39,24,9.2,95,55.1,32.2,6.6,21.3,2,4525.397211
181000,0.000518317,Resthill,Resthill,1970,2030,2050,2160,2540,510,930,740,370,34.8,1710,520,130,560,50,20,36.6,29,14.5,95,67.3,20.4,5,22,2,5150.153663
189900,1.22E-05,Taharua,Taharua,50,90,80,60,60,10,30,20,10,34.8,30,20,0,20,0,13.9,44.6,32,9.9,137,53.5,25.5,1.7,31,0,222344.5106
190100,7.14E-05,Waiau,Waiau,200,260,290,340,350,60,90,130,80,48,290,100,20,0,0,15.7,24.6,38,21.6,108,83.5,29.3,5.6,0,0,46681.05513
181300,7.35E-05,Peacockes,Peacockes,280,310,310,340,360,60,100,110,80,45.2,320,50,10,30,0,17.5,28.2,31,23.4,92,90,13.1,1.8,7.9,0.6,13703.00685
181700,0.000244874,Lake Ngaroto,Lake Ngaroto,920,1000,1070,1120,1200,250,380,430,140,38.3,1120,120,10,40,0,20.7,32,36,11.4,108,93.1,9.9,0.5,3.4,0.3,60407.40173
181800,0.00033262,Kaipaki,Kaipaki,1130,1150,1240,1390,1630,350,470,540,270,39.9,1520,180,10,40,10,21.4,28.8,33,16.4,99,93.4,11,0.8,2.4,0.3,36662.0285
182000,0.000146924,Hautapu Rural,Hautapu Rural,540,550,570,670,720,120,230,280,110,42.7,680,60,30,20,0,16.1,31.1,38,14.8,97,94.1,8.3,4,2.6,0.4,24118.09418
182100,0.000299971,Pokuru,Pokuru,1090,1150,1190,1320,1470,340,440,490,200,37.9,1370,190,20,30,10,22.9,29.9,33,13.9,101,92.8,13.1,1,1.8,0.4,60709.35439
191100,0.000157127,Omokoroa Rural,Omokoroa Rural,570,610,720,670,770,130,180,300,160,48.3,720,90,10,10,0,17.3,23.1,39,20.5,94,94.6,11.2,1.6,1.2,0,21549.17812
191200,0.000483626,Te Puna,Te Puna,1840,1960,2050,2110,2370,440,610,950,370,45.1,1750,780,40,60,10,18.6,25.8,40,15.5,106,73.9,32.8,1.9,2.6,0.3,33044.61668
191300,0.000453017,Minden,Minden,1360,1510,1650,1810,2220,460,540,880,340,44.1,2070,280,40,60,10,20.6,24.5,40,15.4,101,93.3,12.5,1.6,2.9,0.3,55027.34693
192500,0.000652997,Pongakawa,Pongakawa,2420,2580,2760,2790,3200,760,1010,1070,370,36.5,2690,750,70,150,30,23.7,31.5,33,11.4,110,84.2,23.6,2.1,4.6,0.8,98537.27754
182400,0.000102031,Hautapu,Hautapu,360,400,450,580,500,100,180,160,60,34.4,460,50,0,40,0,19.9,36.2,32,11.7,106,91.8,9.4,0.9,7.1,0.4,16646.18922
182600,0.000373433,Cambridge North,Cambridge North,110,110,240,1530,1830,410,510,710,200,39.8,1650,120,10,160,10,22.5,27.7,39,11.1,93,90.5,6.4,0.6,8.6,0.6,6327.400244
184400,0.000412205,Sherwin Park,Sherwin Park,1580,1570,1620,1640,2020,420,600,490,520,39.8,1610,600,90,60,10,20.8,29.4,24,25.5,86,79.5,29.4,4.5,2.8,0.3,8104.714243
184600,0.000355067,Rotoorangi,Rotoorangi,1510,1380,1430,1600,1740,400,530,600,210,37.8,1610,210,20,50,10,22.9,30.6,35,11.8,107,92.3,12.1,0.9,3,0.3,90912.63322
184800,0.000489748,Kihikihi Central,Kihikihi Central,1950,2060,2070,2110,2400,500,770,780,340,37,1830,810,70,70,10,21,32.3,32,14.3,101,76.3,33.8,3,3.1,0.3,8116.630556
193100,0.000806043,Bellevue,Bellevue,3120,3470,3500,3700,3950,940,1370,1260,380,33.5,3280,810,120,330,40,23.7,34.7,32,9.7,96,83,20.5,3.1,8.3,1.1,6788.446878
193600,0.000599941,Brookfield East,Brookfield East,2330,2450,2650,2690,2940,680,1020,840,410,34.7,2400,670,110,190,20,22.9,34.6,29,13.9,97,81.5,22.8,3.9,6.6,0.6,7031.798378
194600,0.0008591,Gate Pa,Gate Pa,3370,3680,3700,3800,4210,930,1700,1090,480,31.2,2860,1260,350,480,20,22.1,40.4,26,11.5,104,67.9,29.9,8.2,11.3,0.5,7407.862618
200300,0.000459139,Victoria,Victoria,2000,1740,1700,1840,2250,330,1060,590,280,32.5,830,590,120,960,20,14.7,46.8,26,12.3,98,36.9,26.2,5.4,42.7,0.8,3789.421654
194700,0.000146924,Greerton South,Greerton South,520,590,640,610,720,120,230,220,150,41.1,530,160,10,90,0,16.8,31.7,30,20.9,93,73.6,21.7,1.2,12.3,0.6,12468.25089
195800,0.000683607,Te Maunga North,Te Maunga North,2500,2780,3070,3130,3350,510,1000,770,1060,44.1,2690,850,150,160,50,15.1,30,23,31.8,79,80.5,25.3,4.4,4.7,1.6,5753.070016
196200,0.000873384,Te Maunga South,Te Maunga South,1380,2250,2710,2970,4280,650,950,1340,1340,50.7,3800,500,90,210,50,15.2,22.2,31,31.4,90,88.8,11.8,2.2,5,1.1,7320.191121
208800,0.000575454,Flaxmere West,Flaxmere West,2540,2310,2240,2350,2820,920,1060,670,170,24.4,770,1610,940,40,10,32.7,37.5,24,6,101,27.4,56.9,33.5,1.4,0.2,5470.007479
196400,0.000689728,Ohauiti,Ohauiti,340,930,2170,2810,3380,560,860,1200,760,46.6,3070,340,40,220,20,16.6,25.4,35,22.6,97,90.8,10,1.1,6.6,0.6,9892.337993
196700,0.000540763,Welcome Bay East,Welcome Bay East,1790,2200,2330,2410,2650,610,800,810,420,37.3,2010,730,90,180,20,23.2,30.1,31,15.9,98,76,27.6,3.4,6.8,0.9,14047.38383
197100,0.000787678,Palm Beach South-Gravatt,Palm Beach South-Gravatt,640,2040,3240,3530,3860,600,770,1340,1160,51.7,3480,440,40,230,30,15.4,20.1,35,29.9,96,90.1,11.4,1.1,6,0.8,7256.046778
201400,0.000655038,Ōwhata East,Owhata East,2600,2660,2800,2850,3210,750,970,950,540,37,2070,1390,180,230,20,23.5,30.1,30,16.8,92,64.5,43.3,5.5,7.3,0.7,7774.429996
197400,0.000575454,Papamoa Beach South,Papamoa Beach South,1260,1680,1920,2450,2820,600,840,960,410,38.8,2450,480,100,140,40,21.4,29.9,34,14.6,100,86.9,16.9,3.5,5,1.4,7435.64051
197700,0.000340783,Tui Ridge,Tui Ridge,1190,1400,1480,1590,1670,310,470,660,220,43,1490,280,20,50,0,18.4,28.4,40,13.5,102,89.7,17.1,0.9,3.1,0.2,81165.83132
197800,3.26E-05,Arahiwi,Arahiwi,130,130,150,180,160,40,60,50,10,31.3,130,40,10,10,0,24.8,35.9,34,5.6,110,84.7,25.8,3.8,4.4,0,44795.88424
197900,0.00033262,Ngongotahā Valley,Ngongotaha Valley,1310,1400,1510,1480,1630,370,460,590,220,39.4,1350,510,40,50,0,22.6,27.9,36,13.2,101,82.4,31.4,2.3,2.8,0.1,80534.69006
198700,0.000416286,Rotoiti-Rotoehu,Rotoiti-Rotoehu,2210,2170,2000,1730,2040,390,570,740,350,43.1,1170,1140,70,70,10,19,27.8,36,17.1,105,57.4,56.2,3.5,3.2,0.5,121506.6131
199500,0.000453017,Mangakakahi West,Mangakakahi West,2140,2020,2060,2070,2220,600,830,600,190,29.8,1290,1230,190,150,10,26.9,37.5,27,8.4,99,58,55.5,8.7,6.9,0.4,6644.950573
